first second position
Capana01g000620 Solyc06g005180.1.1 11750579.5
Capana01g000621 Solyc02g021620.2.1 11772368.5
Capana01g000623 Solyc08g078590.1.1 11808903
Capana01g000624 Solyc08g078600.2.1 11864681
Capana01g000625 Solyc08g078610.2.1 11879981.5
Capana01g000626 Solyc08g078620.1.1 11904810.5
Capana01g000627 Solyc06g005140.2.1 11924436.5
Capana01g000629 Solyc06g060720.2.1 11940504
Capana01g000631 Solyc02g077460.1.1 12012103.5
Capana01g000633 Solyc06g076340.2.1 12046081
Capana01g000634 Solyc07g008610.1.1 12121100.5
Capana01g000635 Solyc06g069820.2.1 12146762
Capana01g000637 Solyc06g069810.1.1 12176038
Capana01g000638 Solyc06g069820.2.1 12179965
Capana01g000639 Solyc04g054290.1.1 12188412
Capana01g000640 Solyc06g069800.1.1 12190782
Capana01g000642 Solyc06g069780.2.1 12266357
Capana01g000643 Solyc06g069770.2.1 12333474
Capana01g000644 Solyc06g069760.2.1 12355086
Capana01g000645 Solyc06g069800.1.1 12369939
Capana01g000646 Solyc06g069740.1.1 12394755
Capana01g000647 Solyc06g069730.2.1 12396002
Capana01g000648 Solyc04g005330.2.1 12414800
Capana01g000650 Solyc06g069710.2.1 12479192
Capana01g000651 Solyc06g069700.2.1 12530033
Capana01g000654 Solyc08g078340.2.1 12676517.5
Capana01g000655 Solyc08g078320.2.1 12710964
Capana01g000656 Solyc05g014970.2.1 12755103
Capana01g000658 Solyc08g078300.2.1 12828989
Capana01g000659 Solyc08g078290.1.1 12836476
Capana01g000660 Solyc09g007700.2.1 12884564.5
Capana01g000661 Solyc08g078180.1.1 12894166.5
Capana01g000662 Solyc08g078190.1.1 13051277.5
Capana01g000663 Solyc07g053960.2.1 13090043
Capana01g000664 Solyc08g078200.1.1 13147896.5
Capana01g000665 Solyc08g062770.2.1 13162377.5
Capana01g000666 Solyc08g078210.2.1 13199750
Capana01g000668 Solyc04g083140.1.1 13213575.5
Capana01g000669 Solyc08g078220.2.1 13274655
Capana01g000670 Solyc08g078230.2.1 13282967.5
Capana01g000671 Solyc08g078230.2.1 13292976.5
Capana01g000672 Solyc08g078240.2.1 13301764.5
Capana01g000673 Solyc08g078250.2.1 13315031.5
Capana01g000675 Solyc03g063960.1.1 13364776.5
Capana01g000676 Solyc07g015890.1.1 13367879.5
Capana01g000677 Solyc08g078180.1.1 13382248.5
Capana01g000678 Solyc08g078160.2.1 13452225.5
Capana01g000679 Solyc08g078150.1.1 13458193
Capana01g000680 Solyc08g078140.2.1 13464865
Capana01g000681 Solyc08g078130.2.1 13472372.5
Capana01g000682 Solyc08g078120.1.1 13480478.5
Capana01g000684 Solyc10g080440.1.1 13484583.5
Capana01g000685 Solyc08g078100.1.1 13487304
Capana01g000686 Solyc08g078090.1.1 13520518
Capana01g000687 Solyc08g007220.2.1 13535849.5
Capana01g000688 Solyc08g078080.2.1 13540299.5
Capana01g000689 Solyc08g078070.2.1 13551986.5
Capana01g000690 Solyc08g078060.2.1 13599446.5
Capana01g000691 Solyc08g078040.2.1 13602165
Capana01g000692 Solyc08g078030.2.1 13623785
Capana01g000693 Solyc08g078020.1.1 13672057
Capana01g000694 Solyc08g078010.2.1 13686029.5
Capana01g000695 Solyc08g078000.2.1 13700928
Capana01g000696 Solyc08g077990.2.1 13706952
Capana01g000697 Solyc08g077980.2.1 13713354
Capana01g000698 Solyc08g077970.2.1 13721536.5
Capana01g000699 Solyc11g018770.1.1 13895260.5
Capana01g000700 Solyc04g051840.1.1 14173886.5
Capana01g000701 Solyc08g077960.2.1 14195344
Capana01g000702 Solyc08g077950.1.1 14201316.5
Capana01g000704 Solyc08g077940.1.1 14229319
Capana01g000705 Solyc08g077940.1.1 14242420
Capana01g000706 Solyc07g063050.1.1 14246562.5
Capana01g000709 Solyc08g077940.1.1 14315972.5
Capana01g000711 Solyc06g060970.1.1 14324871.5
Capana01g000713 Solyc08g077910.2.1 14364383
Capana01g000714 Solyc08g077910.2.1 14382317.5
Capana01g000715 Solyc06g060970.1.1 14394490
Capana01g000716 Solyc08g077900.2.1 14402981.5
Capana01g000717 Solyc08g077890.2.1 14421314
Capana01g000718 Solyc09g008320.2.1 14430459
Capana01g000721 Solyc08g077880.2.1 14444204
Capana01g000722 Solyc08g077870.2.1 14455283.5
Capana01g000723 Solyc08g077860.2.1 14457908.5
Capana01g000724 Solyc08g077850.1.1 14479847.5
Capana01g000725 Solyc08g077840.2.1 14588334.5
Capana01g000726 Solyc08g077830.1.1 14593512
Capana01g000727 Solyc08g077820.2.1 14632460.5
Capana01g000728 Solyc08g077800.2.1 14644345
Capana01g000729 Solyc08g077790.2.1 14668955.5
Capana01g000730 Solyc10g055400.1.1 14697951
Capana01g000732 Solyc08g077780.2.1 14775050
Capana01g000733 Solyc00g084760.1.1 14796832.5
Capana01g000735 Solyc08g077770.2.1 14813083.5
Capana01g000736 Solyc08g075050.1.1 14887068.5
Capana01g000737 Solyc08g075050.1.1 14888232
Capana01g000738 Solyc05g016160.1.1 14970555
Capana01g000740 Solyc08g077750.2.1 15158899
Capana01g000741 Solyc08g077740.1.1 15171042
Capana01g000742 Solyc08g077740.1.1 15177258
Capana01g000743 Solyc08g077730.2.1 15268513.5
Capana01g000745 Solyc08g077700.2.1 15282429
Capana01g000746 Solyc08g077700.2.1 15287654
Capana01g000747 Solyc08g077690.2.1 15296136
Capana01g000748 Solyc08g007370.2.1 15325695
Capana01g000749 Solyc08g077680.2.1 15400969
Capana01g000751 Solyc04g054440.1.1 15491979.5
Capana01g000752 Solyc08g077300.2.1 15525287.5
Capana01g000753 Solyc08g077310.2.1 15537196
Capana01g000754 Solyc08g077320.1.1 15545395
Capana01g000755 Solyc08g077330.2.1 15548953.5
Capana01g000756 Solyc08g077350.2.1 15566603.5
Capana01g000757 Solyc08g077360.2.1 15571650.5
Capana01g000759 Solyc08g077370.2.1 15603062
Capana01g000760 Solyc03g063960.1.1 15613810
Capana01g000764 Solyc02g079730.2.1 15662088.5
Capana01g000765 Solyc07g006060.2.1 15665803.5
Capana01g000766 Solyc08g077400.1.1 15673025
Capana01g000767 Solyc12g043100.1.1 15701880.5
Capana01g000768 Solyc08g077400.1.1 15704847.5
Capana01g000769 Solyc08g077400.1.1 15709849.5
Capana01g000770 Solyc02g079730.2.1 15712774
Capana01g000772 Solyc11g019970.1.1 15720731
Capana01g000773 Solyc08g077420.2.1 15863365.5
Capana01g000774 Solyc08g077430.2.1 15893992.5
Capana01g000775 Solyc08g077440.2.1 15911169
Capana01g000776 Solyc08g077450.2.1 15960193.5
Capana01g000777 Solyc07g043000.2.1 16003939.5
Capana01g000778 Solyc12g013780.1.1 16020609.5
Capana01g000780 Solyc10g050820.1.1 16027495.5
Capana01g000781 Solyc03g044190.2.1 16052191.5
Capana01g000783 Solyc01g080620.2.1 16105624.5
Capana01g000784 Solyc08g077460.2.1 16171574.5
Capana01g000785 Solyc08g077470.2.1 16194184.5
Capana01g000786 Solyc08g077480.2.1 16289793.5
Capana01g000787 Solyc08g077500.2.1 16317574.5
Capana01g000788 Solyc08g077500.2.1 16332032.5
Capana01g000789 Solyc08g077500.2.1 16358027.5
Capana01g000790 Solyc08g077500.2.1 16382754
Capana01g000791 Solyc08g077510.2.1 16398609.5
Capana01g000792 Solyc08g077520.2.1 16405098
Capana01g000793 Solyc08g077530.2.1 16455202
Capana01g000794 Solyc08g077550.2.1 16468471
Capana01g000795 Solyc08g077560.2.1 16497977.5
Capana01g000796 Solyc08g077690.2.1 16510532
Capana01g000797 Solyc04g005470.2.1 16540443
Capana01g000800 Solyc12g062950.1.1 16559313
Capana01g000801 Solyc08g077290.1.1 16588325
Capana01g000802 Solyc08g077280.1.1 16596560
Capana01g000803 Solyc08g077270.2.1 16601936.5
Capana01g000804 Solyc08g077260.2.1 16607145.5
Capana01g000806 Solyc08g077250.2.1 16656971
Capana01g000808 Solyc08g077240.2.1 16686125
Capana01g000809 Solyc08g077230.2.1 16751295
Capana01g000811 Solyc11g021190.1.1 16783332.5
Capana01g000812 Solyc08g077220.2.1 16792804
Capana01g000815 Solyc08g077210.2.1 17003751
Capana01g000816 Solyc08g077200.2.1 17038846.5
Capana01g000818 Solyc08g077190.1.1 17133231
Capana01g000820 Solyc02g036270.2.1 17297426
Capana01g000822 Solyc08g077170.2.1 17400379.5
Capana01g000823 Solyc08g077180.2.1 17408536.5
Capana01g000824 Solyc08g077190.1.1 17459656.5
Capana01g000825 Solyc07g019570.1.1 17473063
Capana01g000826 Solyc01g044510.1.1 17557720.5
Capana01g000827 Solyc01g057810.1.1 17558751
Capana01g000828 Solyc08g077170.2.1 17814611.5
Capana01g000829 Solyc10g024390.1.1 17838478
Capana01g000830 Solyc12g036730.1.1 17839857.5
Capana01g000831 Solyc12g049350.1.1 18002810
Capana01g000832 Solyc10g007860.2.1 18006872
Capana01g000833 Solyc09g089810.1.1 18029803
Capana01g000834 Solyc00g138060.2.1 18042803.5
Capana01g000835 Solyc01g022750.2.1 18050474
Capana01g000836 Solyc11g067320.1.1 18077849
Capana01g000837 Solyc07g055560.2.1 18081353
Capana01g000839 Solyc04g049450.2.1 18228830
Capana01g000841 Solyc08g076350.2.1 18342808
Capana01g000843 Solyc08g076320.2.1 18482048.5
Capana01g000844 Solyc08g076080.2.1 18489279.5
Capana01g000845 Solyc08g076090.2.1 18518682.5
Capana01g000846 Solyc08g081170.2.1 18620705
Capana01g000847 Solyc06g084590.2.1 18622253
Capana01g000848 Solyc08g076100.2.1 18632607
Capana01g000849 Solyc08g076100.2.1 18637309.5
Capana01g000850 Solyc06g083060.2.1 18696967
Capana01g000851 Solyc08g076130.2.1 18730080
Capana01g000852 Solyc01g088690.2.1 18733672
Capana01g000853 Solyc08g076140.2.1 18739941.5
Capana01g000854 Solyc08g076150.2.1 18744386
Capana01g000855 Solyc08g076160.2.1 18817082
Capana01g000858 Solyc08g076180.2.1 18832468
Capana01g000859 Solyc08g076190.2.1 18919049.5
Capana01g000860 Solyc08g076200.2.1 18957437.5
Capana01g000861 Solyc01g098540.2.1 18991401
Capana01g000862 Solyc08g076000.2.1 19212030.5
Capana01g000864 Solyc08g075640.2.1 19355539.5
Capana01g000865 Solyc08g075990.2.1 19360724
Capana01g000867 Solyc03g078840.1.1 19438110
Capana01g000869 Solyc03g078830.1.1 19477236.5
Capana01g000870 Solyc08g076000.2.1 19527230.5
Capana01g000871 Solyc05g009480.1.1 19538953
Capana01g000872 Solyc06g066160.2.1 19545050
Capana01g000873 Solyc08g076010.2.1 19554723.5
Capana01g000874 Solyc08g076020.2.1 19574403
Capana01g000875 Solyc08g076020.2.1 19580312.5
Capana01g000876 Solyc08g076030.2.1 19589797
Capana01g000877 Solyc08g076030.2.1 19602556
Capana01g000878 Solyc02g088450.2.1 19614812
Capana01g000879 Solyc08g076040.1.1 19619083.5
Capana01g000880 Solyc08g076050.2.1 19672793.5
Capana01g000881 Solyc08g076060.2.1 19676783
Capana01g000882 Solyc08g076060.2.1 19681675.5
Capana01g000883 Solyc08g076050.2.1 19685797.5
Capana01g000884 Solyc08g076310.2.1 19728549
Capana01g000887 Solyc08g076300.2.1 19780459.5
Capana01g000888 Solyc08g076290.2.1 19804852
Capana01g000889 Solyc08g076250.1.1 19819601
Capana01g000890 Solyc08g076250.1.1 19905859
Capana01g000891 Solyc08g076250.1.1 19924701
Capana01g000892 Solyc08g076230.1.1 19951545.5
Capana01g000893 Solyc08g076220.2.1 19954659.5
Capana01g000894 Solyc08g076210.2.1 19990265.5
Capana01g000896 Solyc11g051080.1.1 20078626.5
Capana01g000897 Solyc07g039350.1.1 20081562
Capana01g000901 Solyc05g013870.2.1 20164392
Capana01g000902 Solyc02g087600.2.1 20911102
Capana01g000904 Solyc12g008750.1.1 21298463
Capana01g000905 Solyc10g055560.1.1 21349744.5
Capana01g000907 Solyc01g021700.1.1 21528206
Capana01g000908 Solyc07g064190.1.1 21555310.5
Capana01g000909 Solyc09g011730.2.1 21562795
Capana01g000911 Solyc08g076000.2.1 21805319.5
Capana01g000912 Solyc08g076000.2.1 21806565.5
Capana01g000913 Solyc08g076000.2.1 21862701.5
Capana01g000914 Solyc11g011540.1.1 21865655
Capana01g000915 Solyc08g075970.2.1 21887173
Capana01g000916 Solyc08g075960.2.1 21898553.5
Capana01g000918 Solyc10g050430.1.1 22019811.5
Capana01g000919 Solyc08g075950.1.1 22058960.5
Capana01g000920 Solyc08g075940.2.1 22088238
Capana01g000921 Solyc08g075930.2.1 22097946
Capana01g000922 Solyc08g075920.2.1 22115900
Capana01g000923 Solyc08g075910.1.1 22119987.5
Capana01g000924 Solyc08g075900.1.1 22136263
Capana01g000925 Solyc07g053650.2.1 22137547.5
Capana01g000927 Solyc08g075890.2.1 22180676.5
Capana01g000929 Solyc08g075880.2.1 22218582.5
Capana01g000930 Solyc08g075870.2.1 22221018.5
Capana01g000931 Solyc10g048190.1.1 22222691
Capana01g000932 Solyc07g015890.1.1 22293240.5
Capana01g000933 Solyc08g075870.2.1 22300152
Capana01g000934 Solyc08g075860.2.1 22343392.5
Capana01g000935 Solyc08g075900.1.1 22345509.5
Capana01g000938 Solyc01g079740.2.1 22411869
Capana01g000939 Solyc05g051080.1.1 22442284.5
Capana01g000941 Solyc08g075420.2.1 22724742.5
Capana01g000942 Solyc05g017910.1.1 22735689.5
Capana01g000944 Solyc08g075420.2.1 22757656.5
Capana01g000945 Solyc08g075470.2.1 22806869
Capana01g000946 Solyc08g075480.2.1 22851093
Capana01g000947 Solyc08g075490.2.1 22852496
Capana01g000948 Solyc08g075490.2.1 22887848.5
Capana01g000949 Solyc08g075500.2.1 23030660
Capana01g000950 Solyc04g072360.1.1 23041442
Capana01g000951 Solyc08g075510.2.1 23050123.5
Capana01g000952 Solyc07g005700.2.1 23199766.5
Capana01g000953 Solyc05g016460.1.1 23304202
Capana01g000955 Solyc08g075380.2.1 23513595.5
Capana01g000956 Solyc08g075370.2.1 23521186.5
Capana01g000957 Solyc11g006820.1.1 23527396
Capana01g000958 Solyc08g075370.2.1 23541291.5
Capana01g000959 Solyc05g051080.1.1 23544638.5
Capana01g000960 Solyc10g079180.2.1 23560327
Capana01g000961 Solyc08g075360.1.1 23624413.5
Capana01g000962 Solyc04g049490.2.1 23696223.5
Capana01g000963 Solyc06g084190.2.1 23695828.5
Capana01g000964 Solyc04g049490.2.1 23748350.5
Capana01g000965 Solyc08g075340.2.1 23837807.5
Capana01g000966 Solyc08g075430.2.1 23983542.5
Capana01g000967 Solyc10g046950.1.1 24019541.5
Capana01g000968 Solyc08g075440.2.1 24027126.5
Capana01g000969 Solyc08g075440.2.1 24032593.5
Capana01g000970 Solyc08g075460.2.1 24047100
Capana01g000971 Solyc02g084520.2.1 24054643
Capana01g000972 Solyc08g075460.2.1 24066798.5
Capana01g000973 Solyc01g008660.2.1 24085567.5
Capana01g000974 Solyc01g008660.2.1 24087379.5
Capana01g000975 Solyc08g075390.2.1 24322999
Capana01g000976 Solyc08g075400.2.1 24338236.5
Capana01g000977 Solyc08g075400.2.1 24339691.5
Capana01g000980 Solyc08g075330.1.1 24538860
Capana01g000983 Solyc08g075310.2.1 24650857
Capana01g000984 Solyc08g075320.2.1 24672510.5
Capana01g000985 Solyc10g018850.1.1 24690601.5
Capana01g000986 Solyc08g075350.1.1 25645858.5
Capana01g000987 Solyc08g075150.2.1 25659955.5
Capana01g000988 Solyc08g075160.2.1 25717291
Capana01g000991 Solyc08g005710.2.1 25888745
Capana01g000992 Solyc08g005710.2.1 25893325.5
Capana01g000994 Solyc08g074990.1.1 25920318.5
Capana01g000996 Solyc08g075230.1.1 25988181
Capana01g000997 Solyc08g005760.1.1 25998495.5
Capana01g000998 Solyc08g005770.2.1 25999350.5
Capana01g000999 Solyc05g015800.2.1 26080865
Capana01g001000 Solyc09g066490.2.1 26490724
Capana01g001001 Solyc08g075700.2.1 26644548
Capana01g001005 Solyc08g075680.2.1 26721681.5
Capana01g001006 Solyc08g075670.1.1 26851799
Capana01g001007 Solyc06g043020.1.1 26856617
Capana01g001008 Solyc08g075650.2.1 26858429
Capana01g001009 Solyc08g075600.1.1 26912554
Capana01g001011 Solyc08g075610.1.1 27042100
Capana01g001012 Solyc08g075590.1.1 27078402.5
Capana01g001013 Solyc08g075570.2.1 27157253
Capana01g001014 Solyc08g075540.2.1 27298327.5
Capana01g001015 Solyc08g075530.2.1 27318755
Capana01g001016 Solyc05g005300.2.1 27379898
Capana01g001017 Solyc08g075520.2.1 27563037
Capana01g001018 Solyc08g075850.2.1 27709117
Capana01g001019 Solyc08g075840.2.1 27715074.5
Capana01g001021 Solyc12g096710.1.1 27721384
Capana01g001023 Solyc10g005800.2.1 27726366
Capana01g001024 Solyc04g014870.2.1 27730487
Capana01g001025 Solyc04g014870.2.1 27733267
Capana01g001026 Solyc04g014870.2.1 27735436.5
Capana01g001027 Solyc08g075810.2.1 27741248.5
Capana01g001028 Solyc11g027830.1.1 27780921
Capana01g001029 Solyc00g014800.1.1 27837043
Capana01g001030 Solyc08g075810.2.1 27839914.5
Capana01g001031 Solyc08g075790.2.1 27845325.5
Capana01g001033 Solyc08g075770.2.1 27896902.5
Capana01g001035 Solyc04g071780.2.1 28022742
Capana01g001036 Solyc08g075590.1.1 28156387
Capana01g001037 Solyc08g075600.1.1 28263427
Capana01g001038 Solyc08g075620.1.1 28272454.5
Capana01g001040 Solyc08g075760.2.1 28283585.5
Capana01g001041 Solyc08g075750.2.1 28308086
Capana01g001042 Solyc04g009950.2.1 28330122.5
Capana01g001045 Solyc08g076940.1.1 28608696.5
Capana01g001046 Solyc06g061190.1.1 28657285
Capana01g001047 Solyc08g076960.1.1 28848197
Capana01g001048 Solyc12g100170.1.1 28857841
Capana01g001049 Solyc08g076990.2.1 28870047.5
Capana01g001051 Solyc08g077000.1.1 28968944.5
Capana01g001052 Solyc08g077010.1.1 29021971.5
Capana01g001053 Solyc08g077020.1.1 29056546.5
Capana01g001054 Solyc08g077030.2.1 29065376.5
Capana01g001055 Solyc07g021760.1.1 29081436
Capana01g001056 Solyc08g077040.2.1 29091271.5
Capana01g001057 Solyc08g076650.2.1 29186713
Capana01g001058 Solyc08g076660.2.1 29196669.5
Capana01g001059 Solyc08g076670.2.1 29202264.5
Capana01g001060 Solyc08g076680.1.1 29239770
Capana01g001061 Solyc08g076690.1.1 29347666.5
Capana01g001062 Solyc08g076690.1.1 29349167
Capana01g001063 Solyc08g076700.1.1 29359162
Capana01g001065 Solyc08g076710.2.1 29441153.5
Capana01g001066 Solyc08g076720.2.1 29455238
Capana01g001067 Solyc06g069610.1.1 29529231.5
Capana01g001068 Solyc08g076730.2.1 29553472.5
Capana01g001069 Solyc08g076740.2.1 29563706.5
Capana01g001070 Solyc08g076770.2.1 29569234
Capana01g001072 Solyc08g076790.2.1 29647871.5
Capana01g001073 Solyc08g076800.2.1 29682000.5
Capana01g001074 Solyc04g009220.1.1 29698960.5
Capana01g001075 Solyc08g076810.2.1 29715205.5
Capana01g001076 Solyc08g076820.2.1 29738414
Capana01g001077 Solyc09g005770.1.1 29796826.5
Capana01g001078 Solyc08g076830.1.1 29800492
Capana01g001079 Solyc08g076840.2.1 29805770.5
Capana01g001080 Solyc08g076850.2.1 29829189.5
Capana01g001082 Solyc08g076860.2.1 29899418
Capana01g001083 Solyc08g076870.1.1 30014426.5
Capana01g001084 Solyc04g055020.1.1 30064420.5
Capana01g001085 Solyc08g076880.2.1 30066466
Capana01g001088 Solyc12g005160.1.1 30166380.5
Capana01g001089 Solyc08g076890.2.1 30251009
Capana01g001090 Solyc08g076890.2.1 30270922.5
Capana01g001091 Solyc12g019450.1.1 30273991.5
Capana01g001092 Solyc08g076910.2.1 30303911.5
Capana01g001093 Solyc08g076920.2.1 30311248.5
Capana01g001094 Solyc08g078290.1.1 30330993.5
Capana01g001097 Solyc01g010090.1.1 30448110
Capana01g001098 Solyc08g076930.1.1 30454592.5
Capana01g001099 Solyc06g075650.2.1 30506088
Capana01g001100 Solyc06g075650.2.1 30511424
Capana01g001101 Solyc12g036730.1.1 30520090.5
Capana01g001102 Solyc06g073280.2.1 30651480.5
Capana01g001103 Solyc08g076360.2.1 30663046
Capana01g001104 Solyc08g076370.2.1 30762574
Capana01g001105 Solyc08g005230.2.1 30805746.5
Capana01g001106 Solyc06g066390.1.1 30816939
Capana01g001107 Solyc01g065840.2.1 30827272
Capana01g001108 Solyc08g061930.2.1 30867647
Capana01g001109 Solyc01g056960.1.1 31000791
Capana01g001110 Solyc01g065740.2.1 31009230.5
Capana01g001112 Solyc08g076390.2.1 31131927.5
Capana01g001113 Solyc06g068630.2.1 31285758
Capana01g001114 Solyc08g076400.2.1 31292733
Capana01g001115 Solyc08g076410.2.1 31371575
Capana01g001116 Solyc08g076420.2.1 31378520
Capana01g001117 Solyc08g076430.2.1 31396797
Capana01g001118 Solyc08g076440.2.1 31420970.5
Capana01g001119 Solyc08g076450.2.1 31426040
Capana01g001120 Solyc08g076460.2.1 31454650
Capana01g001121 Solyc08g076470.2.1 31474151
Capana01g001122 Solyc08g076480.2.1 31484354.5
Capana01g001123 Solyc08g076480.2.1 31489955
Capana01g001124 Solyc08g076490.2.1 31501537.5
Capana01g001125 Solyc08g075300.2.1 31519409
Capana01g001127 Solyc08g075280.2.1 31571783.5
Capana01g001128 Solyc08g075240.2.1 31579732.5
Capana01g001129 Solyc08g075240.2.1 31633570.5
Capana01g001131 Solyc08g075020.2.1 31929237.5
Capana01g001133 Solyc08g075010.2.1 32127050.5
Capana01g001135 Solyc08g075030.2.1 32250974.5
Capana01g001136 Solyc05g032670.1.1 32416423.5
Capana01g001139 Solyc06g072940.1.1 32491122.5
Capana01g001141 Solyc12g036730.1.1 32580991.5
Capana01g001142 Solyc09g091390.2.1 32646270.5
Capana01g001143 Solyc10g078290.1.1 33407217.5
Capana01g001144 Solyc05g055280.1.1 33434516
Capana01g001147 Solyc08g074830.2.1 33751642.5
Capana01g001148 Solyc08g074790.2.1 33793545.5
Capana01g001149 Solyc08g074780.2.1 33886707
Capana01g001150 Solyc05g016320.1.1 33985877
Capana01g001151 Solyc08g074760.2.1 34004676.5
Capana01g001153 Solyc08g074740.2.1 34085964.5
Capana01g001154 Solyc02g014460.2.1 34094254.5
Capana01g001155 Solyc01g008960.2.1 34118505
Capana01g001156 Solyc01g017490.1.1 34132341
Capana01g001158 Solyc12g035700.1.1 34320591.5
Capana01g001159 Solyc08g080950.1.1 34327969
Capana01g001160 Solyc01g020270.1.1 34356946
Capana01g001161 Solyc03g115270.1.1 34381483.5
Capana01g001164 Solyc08g074680.2.1 34446929
Capana01g001165 Solyc12g098570.1.1 34676960
Capana01g001167 Solyc08g074680.2.1 35031525
Capana01g001169 Solyc08g074680.2.1 35126357.5
Capana01g001170 Solyc08g074680.2.1 35128871.5
Capana01g001172 Solyc12g077370.1.1 35218056
Capana01g001173 Solyc08g074660.1.1 35298081
Capana01g001175 Solyc08g074650.2.1 35474397
Capana01g001177 Solyc08g074680.2.1 35538072
Capana01g001178 Solyc08g074680.2.1 35538827
Capana01g001179 Solyc08g074620.1.1 35558238
Capana01g001182 Solyc01g104680.2.1 35731058
Capana01g001185 Solyc08g074610.1.1 35908866
Capana01g001186 Solyc08g074600.2.1 35932188.5
Capana01g001187 Solyc08g074590.2.1 35952886.5
Capana01g001188 Solyc08g074570.1.1 35963255
Capana01g001189 Solyc08g074560.2.1 36017360
Capana01g001190 Solyc08g074560.2.1 36039306
Capana01g001191 Solyc08g074550.2.1 36053608.5
Capana01g001192 Solyc08g074520.1.1 36151253
Capana01g001193 Solyc08g074520.1.1 36165844
Capana01g001194 Solyc08g074510.1.1 36171619
Capana01g001195 Solyc08g074500.2.1 36184210
Capana01g001196 Solyc08g074420.2.1 36190955
Capana01g001197 Solyc08g074480.1.1 36253161
Capana01g001200 Solyc08g061930.2.1 36373133
Capana01g001201 Solyc08g074420.2.1 36581577.5
Capana01g001202 Solyc08g074410.2.1 36605700
Capana01g001203 Solyc04g026040.1.1 36627247.5
Capana01g001205 Solyc12g096000.1.1 36732755
Capana01g001206 Solyc08g074440.2.1 36737073
Capana01g001207 Solyc08g074450.2.1 36746444
Capana01g001208 Solyc08g074830.2.1 36835529.5
Capana01g001209 Solyc08g074400.1.1 36840520.5
Capana01g001210 Solyc08g074390.2.1 36906835
Capana01g001211 Solyc06g065270.2.1 36925084
Capana01g001212 Solyc08g074370.2.1 36952380
Capana01g001213 Solyc11g017400.1.1 37064624
Capana01g001214 Solyc08g074340.1.1 37123371.5
Capana01g001215 Solyc00g173430.1.1 37192034.5
Capana01g001216 Solyc08g074230.1.1 37451395
Capana01g001218 Solyc08g074240.2.1 37500649
Capana01g001219 Solyc09g090510.2.1 37826666
Capana01g001221 Solyc08g074270.2.1 38156947
Capana01g001222 Solyc03g063590.1.1 38179396
Capana01g001223 Solyc08g074280.2.1 38263874
Capana01g001224 Solyc03g115610.2.1 38271723.5
Capana01g001225 Solyc08g074280.2.1 38283718.5
Capana01g001226 Solyc08g074290.2.1 38393934.5
Capana01g001228 Solyc08g074300.2.1 38451490
Capana01g001229 Solyc00g011880.2.1 38565684
Capana01g001230 Solyc00g011890.2.1 38580225
Capana01g001232 Solyc08g069230.2.1 38667131
Capana01g001233 Solyc08g069180.2.1 38701074
Capana01g001234 Solyc00g074210.1.1 38737483.5
Capana01g001235 Solyc08g069180.2.1 38778600.5
Capana01g001236 Solyc08g069170.1.1 38787452.5
Capana01g001237 Solyc08g069170.1.1 38797193
Capana01g001238 Solyc08g069160.2.1 38870451
Capana01g001239 Solyc08g069160.2.1 38879673
Capana01g001240 Solyc01g073870.2.1 38986884
Capana01g001241 Solyc06g036290.2.1 39008655.5
Capana01g001242 Solyc04g082430.2.1 39057954.5
Capana01g001243 Solyc08g069140.2.1 39105954
Capana01g001244 Solyc04g009240.1.1 39152785
Capana01g001245 Solyc07g039420.1.1 39154128.5
Capana01g001246 Solyc04g009110.1.1 39172485.5
Capana01g001247 Solyc03g120070.2.1 39184190
Capana01g001248 Solyc02g062890.1.1 39707464.5
Capana01g001249 Solyc02g062890.1.1 39718946
Capana01g001250 Solyc03g078640.1.1 39969844.5
Capana01g001251 Solyc06g075420.1.1 39984291.5
Capana01g001254 Solyc06g083620.2.1 40242528.5
Capana01g001255 Solyc11g071360.1.1 40280966.5
Capana01g001256 Solyc09g030480.1.1 40287280
Capana01g001259 Solyc08g080990.2.1 40664834
Capana01g001260 Solyc08g076930.1.1 40673931
Capana01g001262 Solyc01g008360.2.1 41134513.5
Capana01g001264 Solyc03g078240.1.1 41249261
Capana01g001265 Solyc08g068770.1.1 41295779.5
Capana01g001266 Solyc08g068860.2.1 41513838
Capana01g001267 Solyc08g068840.2.1 41637185.5
Capana01g001268 Solyc08g068830.2.1 41650738.5
Capana01g001271 Solyc05g010120.2.1 41747987
Capana01g001272 Solyc03g111600.2.1 41781874
Capana01g001273 Solyc03g063340.2.1 41869890
Capana01g001274 Solyc03g063340.2.1 41891478.5
Capana01g001277 Solyc08g068810.2.1 42040745
Capana01g001278 Solyc01g105830.2.1 42055162.5
Capana01g001279 Solyc08g068800.2.1 42152328
Capana01g001280 Solyc08g069060.2.1 42266679.5
Capana01g001282 Solyc03g095790.1.1 42363932
Capana01g001284 Solyc08g068780.1.1 42614410
Capana01g001285 Solyc08g068870.2.1 42722975.5
Capana01g001286 Solyc02g021220.1.1 42839921.5
Capana01g001287 Solyc02g021220.1.1 42841208
Capana01g001288 Solyc03g116560.1.1 42896044
Capana01g001290 Solyc08g068880.1.1 43009960.5
Capana01g001291 Solyc11g039500.1.1 43024674
Capana01g001293 Solyc08g068920.2.1 43093925.5
Capana01g001295 Solyc06g036580.2.1 43607218
Capana01g001296 Solyc04g007280.2.1 43647914.5
