gene position
Solyc08g043180.2.1 22854226.5
Solyc08g043190.1.1 22850845
Solyc08g043200.1.1 22847145
Solyc08g043220.1.1 22819722.5
Solyc08g044220.1.1 22656016.5
Solyc08g044230.1.1 22488207.5
Solyc08g044240.1.1 22456049
Solyc08g044250.1.1 22454045.5
Solyc08g044260.2.1 22410187
Solyc08g044270.2.1 22373356.5
Solyc08g044280.1.1 22244248
Solyc08g044300.1.1 21591689.5
Solyc08g044310.1.1 21577478.5
Solyc08g044320.1.1 21575084
Solyc08g044330.2.1 21566480.5
Solyc08g044340.1.1 21437983
Solyc08g044350.1.1 21434717
Solyc08g044360.1.1 21425364.5
Solyc08g044370.1.1 21347380.5
Solyc08g044380.1.1 21144414
Solyc08g044390.1.1 21142236
Solyc08g044400.1.1 20761838.5
Solyc08g044410.1.1 20740880.5
Solyc08g044420.1.1 20700409
Solyc08g044440.1.1 20486064.5
Solyc08g044450.1.1 20428949
Solyc08g044460.1.1 20270002.5
Solyc08g044470.1.1 20204327
Solyc08g044480.1.1 20179274
Solyc08g044490.1.1 20177490
Solyc08g044500.1.1 19865500
Solyc08g044510.2.1 19660763.5
Solyc08g044520.1.1 19613247.5
Solyc08g044530.1.1 19596505
Solyc08g044540.1.1 19398436
Solyc08g044550.1.1 19278594.5
Solyc08g044560.1.1 19277743.5
Solyc08g044570.1.1 19213782.5
Solyc08g044590.1.1 19194093
Solyc08g044600.1.1 19193240
Solyc08g044610.1.1 18797362.5
Solyc08g045620.1.1 18438530.5
Solyc08g045630.1.1 18249478.5
Solyc08g045640.2.1 17805492
Solyc08g045650.1.1 17533318
Solyc08g045660.1.1 17528010.5
Solyc08g045670.1.1 17366654
Solyc08g045680.1.1 17145090.5
Solyc08g045690.1.1 17134890
Solyc08g045710.1.1 17120694.5
Solyc08g045720.1.1 17048872.5
Solyc08g045730.1.1 17024110.5
Solyc08g045740.1.1 17003370
Solyc08g045750.1.1 16911853
Solyc08g045760.1.1 16804588.5
Solyc08g045770.1.1 16635665.5
Solyc08g045780.2.1 16633160.5
Solyc08g045790.1.1 16522956.5
Solyc08g045800.1.1 16395017
Solyc08g045810.1.1 16168661.5
Solyc08g045830.1.1 16158142.5
Solyc08g045840.1.1 16151908.5
Solyc08g045850.2.1 16146925
Solyc08g045860.1.1 15846064.5
Solyc08g045870.2.1 15844990
Solyc08g045880.1.1 15840711
Solyc08g047880.1.1 15547654.5
Solyc08g047890.1.1 15444656
Solyc08g047900.1.1 15435206.5
Solyc08g047910.1.1 15433206
Solyc08g047920.1.1 15420040.5
Solyc08g047940.1.1 15404823.5
Solyc08g047950.1.1 15387336.5
Solyc08g047960.1.1 15373264
Solyc08g047970.1.1 15364685
Solyc08g047980.1.1 15355557.5
Solyc08g047990.1.1 15350029
Solyc08g048000.1.1 15342108
Solyc08g048010.1.1 15333275
Solyc08g048020.1.1 15327038.5
Solyc08g048030.1.1 15209313.5
Solyc08g048050.1.1 15199614
Solyc08g048060.1.1 15188100.5
Solyc08g048070.1.1 15179279.5
Solyc08g048080.1.1 15168268.5
Solyc08g048090.1.1 15163250.5
Solyc08g048100.1.1 15160928
Solyc08g048110.1.1 15158347
Solyc08g048120.1.1 15125475.5
Solyc08g048130.1.1 15123329
Solyc08g048140.1.1 15112782
Solyc08g048150.1.1 15047458.5
Solyc08g048160.1.1 14963705
Solyc08g048170.1.1 14907399.5
Solyc08g048180.1.1 14792522
Solyc08g048190.1.1 14717181
Solyc08g048200.1.1 14669429.5
Solyc08g048210.1.1 14659216.5
Solyc08g048230.1.1 14624514.5
Solyc08g048240.2.1 14599480
Solyc08g048250.2.1 14489824
Solyc08g048260.1.1 14364238.5
Solyc08g048270.1.1 14330672
Solyc08g048280.1.1 14325495.5
Solyc08g048290.2.1 14320093.5
Solyc08g048300.1.1 13871004
Solyc08g048310.1.1 13839605
Solyc08g048320.1.1 13817899.5
Solyc08g048330.1.1 13719350
Solyc08g048340.1.1 13671997.5
Solyc08g048350.1.1 13556451
Solyc08g048360.1.1 13432443
Solyc08g048370.2.1 13381851
Solyc08g048390.1.1 13139855.5
Solyc08g048400.2.1 13135086
Solyc08g048410.1.1 13076535.5
Solyc08g048420.2.1 13005308
Solyc08g048430.2.1 13001867.5
Solyc08g048440.1.1 12912122
Solyc08g048450.2.1 12871077
Solyc08g048460.2.1 12849256.5
Solyc08g048470.1.1 12842139
Solyc08g048480.2.1 12645075.5
Solyc08g048500.2.1 12405671
Solyc08g048510.1.1 12400710
Solyc08g048520.1.1 12394593.5
Solyc08g048530.1.1 12255608.5
Solyc08g048540.1.1 12227925
Solyc08g048550.2.1 12223672.5
Solyc08g048560.2.1 12170139.5
Solyc08g048570.1.1 12156112.5
Solyc08g053570.1.1 10039566.5
Solyc08g054570.1.1 10152666.5
Solyc08g059650.1.1 44429631.5
Solyc08g059660.1.1 44457179
Solyc08g059670.1.1 44497030
Solyc08g059690.1.1 44653148
Solyc08g059700.1.1 44749243.5
Solyc08g059710.2.1 44786405
Solyc08g059720.1.1 44795609.5
Solyc08g059730.1.1 45218822
Solyc08g059740.1.1 45220941.5
Solyc08g059750.1.1 45227075
Solyc08g059760.2.1 45233889.5
Solyc08g059770.1.1 45369053.5
Solyc08g059780.1.1 45373830
Solyc08g059790.1.1 45419899
Solyc08g059800.2.1 45508844
Solyc08g059810.1.1 45553133.5
Solyc08g060810.2.1 45560958
Solyc08g060820.1.1 45601611.5
Solyc08g060830.2.1 45605103.5
Solyc08g060840.1.1 45607817.5
Solyc08g060850.1.1 45624026
Solyc08g060860.2.1 45631002
Solyc08g060870.1.1 45704032.5
Solyc08g060880.1.1 45706880
Solyc08g060890.1.1 45724846.5
Solyc08g060900.1.1 45739597
Solyc08g060910.1.1 45767589.5
Solyc08g060920.2.1 45778693
Solyc08g060930.2.1 45790779.5
Solyc08g060940.1.1 45796512.5
Solyc08g060950.1.1 46061457
Solyc08g060960.1.1 46099944
Solyc08g060970.2.1 46147649.5
Solyc08g061000.2.1 46342028
Solyc08g061010.2.1 46388326.5
Solyc08g061020.1.1 46401442.5
Solyc08g061030.2.1 46429104.5
Solyc08g061040.1.1 46433544.5
Solyc08g061050.1.1 46453609.5
Solyc08g061060.1.1 46477233
Solyc08g061070.1.1 46487850.5
Solyc08g061090.2.1 46656123
Solyc08g061100.2.1 46662779.5
Solyc08g061110.1.1 46709878.5
Solyc08g061120.1.1 46711529.5
Solyc08g061130.2.1 46749052.5
Solyc08g061140.2.1 46792114
Solyc08g061150.1.1 46925964
Solyc08g061160.1.1 46953499.5
Solyc08g061180.1.1 47187181.5
Solyc08g061190.1.1 47386055.5
Solyc08g061200.2.1 47549554
Solyc08g061210.2.1 47889759
Solyc08g061220.2.1 48205290
Solyc08g061230.2.1 48241581.5
Solyc08g061240.1.1 48254851
Solyc08g061250.2.1 48306736
Solyc08g061260.2.1 48337093.5
Solyc08g061270.1.1 48447421
Solyc08g061280.1.1 48474163.5
Solyc08g061290.2.1 48475510.5
Solyc08g061310.1.1 48484143.5
Solyc08g061320.2.1 48504993.5
Solyc08g061330.1.1 48516334
Solyc08g061340.1.1 48591391.5
Solyc08g061350.1.1 48592123.5
Solyc08g061360.1.1 48609596.5
Solyc08g061370.1.1 48610658
Solyc08g061380.1.1 48652046.5
Solyc08g061390.1.1 48660143.5
Solyc08g061400.1.1 48661200
Solyc08g061410.1.1 48662828
Solyc08g061420.1.1 48665545.5
Solyc08g061430.1.1 48666593.5
Solyc08g061440.1.1 48677597.5
Solyc08g061450.1.1 48702919.5
Solyc08g061460.1.1 48718826.5
Solyc08g061470.1.1 48735058
Solyc08g061480.2.1 48769770
Solyc08g061490.2.1 48817434.5
Solyc08g061500.1.1 48831351.5
Solyc08g061510.1.1 48849427
Solyc08g061520.2.1 48863051
Solyc08g061530.1.1 48888131
Solyc08g061540.1.1 48909294.5
Solyc08g061550.1.1 48970720
Solyc08g061560.2.1 48991507.5
Solyc08g061570.1.1 49144509
Solyc08g061580.2.1 49152586
Solyc08g061590.2.1 49157791
Solyc08g061600.1.1 49166059.5
Solyc08g061610.2.1 49190905.5
Solyc08g061620.1.1 49251797
Solyc08g061630.2.1 49271767.5
Solyc08g061640.1.1 49274199.5
Solyc08g061650.2.1 49281473
Solyc08g061660.1.1 49322658.5
Solyc08g061670.1.1 49323292
Solyc08g061680.1.1 49403978.5
Solyc08g061690.1.1 49419621.5
Solyc08g061700.1.1 49422168.5
Solyc08g061710.1.1 49434132.5
Solyc08g061720.1.1 49436558.5
Solyc08g061730.1.1 49448364.5
Solyc08g061740.1.1 49461806
Solyc08g061750.1.1 49464217.5
Solyc08g061760.1.1 49475716.5
Solyc08g061770.1.1 49485807
Solyc08g061780.1.1 49505912.5
Solyc08g061790.1.1 49511712.5
Solyc08g061800.2.1 49534124
Solyc08g061810.2.1 49551498.5
Solyc08g061820.2.1 49558604.5
Solyc08g061830.1.1 49613316
Solyc08g061840.1.1 49614431.5
Solyc08g061850.2.1 49620957.5
Solyc08g061860.1.1 49625576.5
Solyc08g061870.1.1 49638039.5
Solyc08g061880.1.1 49643624
Solyc08g061890.2.1 49653956
Solyc08g061900.1.1 49662443
Solyc08g061910.2.1 49876546.5
Solyc08g061920.1.1 49928985
Solyc08g061930.2.1 49998593
Solyc08g061940.1.1 50127431.5
Solyc08g061950.1.1 50129656
Solyc08g061960.2.1 50157742.5
Solyc08g061970.2.1 50193256.5
Solyc08g061980.2.1 50199751.5
Solyc08g061990.1.1 50298848.5
Solyc08g062000.1.1 50300703
Solyc08g062010.1.1 50320700
Solyc08g062020.1.1 50328195.5
Solyc08g062030.1.1 50335381
Solyc08g062040.1.1 50352351
Solyc08g062050.1.1 50354744
Solyc08g062060.1.1 50364446.5
Solyc08g062070.1.1 50365281.5
Solyc08g062080.1.1 50367545.5
Solyc08g062090.1.1 50368541
Solyc08g062100.1.1 50402061
Solyc08g062110.1.1 50410684.5
Solyc08g062120.1.1 50438274
Solyc08g062130.1.1 50438789.5
Solyc08g062140.1.1 50486183.5
Solyc08g062150.1.1 50507219
Solyc08g062160.1.1 50552441
Solyc08g062170.1.1 50603595.5
Solyc08g062180.1.1 50639589.5
Solyc08g062190.2.1 50673284
Solyc08g062200.1.1 50699592
Solyc08g062210.2.1 50759562.5
Solyc08g062220.2.1 50765508.5
Solyc08g062230.1.1 50768385.5
Solyc08g062240.1.1 50787048.5
Solyc08g062250.1.1 50793637.5
Solyc08g062260.1.1 50812368.5
Solyc08g062270.1.1 50820275
Solyc08g062280.1.1 50838748
Solyc08g062290.2.1 50847366
Solyc08g062300.1.1 50869118
Solyc08g062310.1.1 50878751.5
Solyc08g062330.2.1 50908128.5
Solyc08g062340.2.1 50913409
Solyc08g062350.1.1 50921230
Solyc08g062360.2.1 50961076
Solyc08g062370.2.1 50962538
Solyc08g062380.1.1 50982089
Solyc08g062390.1.1 51056933
Solyc08g062400.1.1 51065426.5
Solyc08g062410.1.1 51066838.5
Solyc08g062420.2.1 51072389
Solyc08g062430.1.1 51091036
Solyc08g062440.1.1 51100298
Solyc08g062450.1.1 51109254
Solyc08g062460.1.1 51115476
Solyc08g062470.1.1 51119312.5
Solyc08g062480.1.1 51124231.5
Solyc08g062490.2.1 51156514
Solyc08g062500.2.1 51159168.5
Solyc08g062510.2.1 51178877.5
Solyc08g062520.2.1 51199929
Solyc08g062530.1.1 51207083.5
Solyc08g062540.1.1 51240345.5
Solyc08g062550.1.1 51377804.5
Solyc08g062560.2.1 51393752.5
Solyc08g062570.1.1 51486047
Solyc08g062580.1.1 51488305
Solyc08g062600.1.1 51501635
Solyc08g062610.2.1 51569777
Solyc08g062620.2.1 51576404.5
Solyc08g062630.2.1 51617471.5
Solyc08g062640.2.1 51624627
Solyc08g062650.2.1 51628460
Solyc08g062660.2.1 51695348.5
Solyc08g062670.2.1 51708476
Solyc08g062680.1.1 51777973.5
Solyc08g062690.2.1 51778758
Solyc08g062700.2.1 51798355.5
Solyc08g062720.1.1 51821820
Solyc08g062730.1.1 51846161
Solyc08g062740.1.1 51852566
Solyc08g062760.1.1 51861794.5
Solyc08g062770.2.1 51889967
Solyc08g062780.1.1 51901134
Solyc08g062800.2.1 52093579.5
Solyc08g062810.1.1 52096668.5
Solyc08g062820.2.1 52139212.5
Solyc08g062830.1.1 52155847
Solyc08g062840.1.1 52177167.5
Solyc08g062850.1.1 52183329.5
Solyc08g062860.2.1 52234287
Solyc08g062870.1.1 52257478.5
Solyc08g062880.1.1 52299634.5
Solyc08g062900.1.1 52302871.5
Solyc08g062910.2.1 52323876
Solyc08g062920.2.1 52340374.5
Solyc08g062930.1.1 52347093
Solyc08g062940.2.1 52374554.5
Solyc08g062950.2.1 52376996
Solyc08g062960.2.1 52380998
Solyc08g062970.1.1 52455309.5
Solyc08g062980.1.1 52485724
Solyc08g062990.1.1 52492283
Solyc08g063000.2.1 52501351.5
Solyc08g063010.2.1 52503584
Solyc08g063020.1.1 52507170.5
Solyc08g063030.2.1 52512892
Solyc08g063040.2.1 52579538.5
Solyc08g063050.2.1 52598699
Solyc08g063060.1.1 52619464
Solyc08g063070.2.1 52628824.5
Solyc08g063080.2.1 52634695.5
Solyc08g063090.2.1 52671759.5
Solyc08g063100.1.1 52698858.5
Solyc08g063120.1.1 52750962.5
Solyc08g063130.2.1 52772897.5
Solyc08g065130.1.1 52799121.5
Solyc08g065140.1.1 52827461
Solyc08g065150.1.1 52904456.5
Solyc08g065160.2.1 52924456.5
Solyc08g065180.1.1 52960735
Solyc08g065190.2.1 52975466.5
Solyc08g065200.1.1 53030699
Solyc08g065210.1.1 53049396.5
Solyc08g065220.2.1 53087706
Solyc08g065230.1.1 53121276.5
Solyc08g065240.1.1 53122536.5
Solyc08g065250.2.1 53134887
Solyc08g065260.2.1 53144348.5
Solyc08g065280.1.1 53200042.5
Solyc08g065290.1.1 53206820.5
Solyc08g065300.2.1 53217063
Solyc08g065310.2.1 53220191.5
Solyc08g065320.2.1 53230902
Solyc08g065330.2.1 53242111
Solyc08g065340.1.1 53251450
Solyc08g065350.2.1 53264302
Solyc08g065360.2.1 53289171
Solyc08g065370.1.1 53301157.5
Solyc08g065380.2.1 53304433
Solyc08g065390.1.1 53312356
Solyc08g065400.1.1 53348841
Solyc08g065410.1.1 53372136
Solyc08g065420.2.1 53429012.5
Solyc08g065430.2.1 53440415
Solyc08g065440.2.1 53470572.5
Solyc08g065450.1.1 53574831
Solyc08g065460.1.1 53577143.5
Solyc08g065470.2.1 53585295
Solyc08g065480.2.1 53590352.5
Solyc08g065490.2.1 53604475.5
Solyc08g065500.1.1 53633325.5
Solyc08g065510.1.1 53644974.5
Solyc08g065520.1.1 53646775.5
Solyc08g065530.1.1 53654831.5
Solyc08g065540.2.1 53678449.5
Solyc08g065550.1.1 53685585
Solyc08g065560.1.1 53686909
Solyc08g065570.1.1 53703630
Solyc08g065580.1.1 53714154
Solyc08g065590.1.1 53733908
Solyc08g065600.1.1 53745529
Solyc08g065610.2.1 53750413
Solyc08g065620.1.1 53784315.5
Solyc08g065630.1.1 53828111
Solyc08g065640.2.1 53846406.5
Solyc08g065650.1.1 53870428.5
Solyc08g065670.2.1 53899741.5
Solyc08g065680.1.1 53926268.5
Solyc08g065690.1.1 53941128.5
Solyc08g065700.1.1 53959079.5
Solyc08g065710.1.1 53991775.5
Solyc08g065720.1.1 54010671.5
Solyc08g065730.1.1 54014651
Solyc08g065740.1.1 54026929
Solyc08g065750.1.1 54063931.5
Solyc08g065760.2.1 54073398
Solyc08g065770.1.1 54084947
Solyc08g065780.1.1 54092740.5
Solyc08g065790.2.1 54102784.5
Solyc08g065800.1.1 54107213.5
Solyc08g065810.1.1 54125413.5
Solyc08g065820.1.1 54134137
Solyc08g065830.2.1 54144209.5
Solyc08g065840.2.1 54184042
Solyc08g065850.1.1 54192094
Solyc08g065860.2.1 54202090.5
Solyc08g065870.2.1 54213342
Solyc08g065880.2.1 54222461
Solyc08g065890.2.1 54231799.5
Solyc08g065900.2.1 54244589.5
Solyc08g065910.1.1 54249006.5
Solyc08g065920.2.1 54266681.5
Solyc08g065940.2.1 54295875.5
Solyc08g065950.1.1 54296465.5
Solyc08g065960.1.1 54352074.5
Solyc08g065970.2.1 54372333
Solyc08g065980.2.1 54424927.5
Solyc08g065990.2.1 54441341.5
Solyc08g066000.1.1 54448090.5
Solyc08g066010.2.1 54459426.5
Solyc08g066020.1.1 54472967
Solyc08g066030.2.1 54498548
Solyc08g066040.1.1 54501232
Solyc08g066050.2.1 54503738.5
Solyc08g066060.1.1 54507863.5
Solyc08g066070.1.1 54520183.5
Solyc08g066080.1.1 54523158.5
Solyc08g066090.1.1 54526381.5
Solyc08g066100.2.1 54531091.5
Solyc08g066110.2.1 54544588
Solyc08g066120.2.1 54554787
Solyc08g066140.2.1 54556444.5
Solyc08g066130.1.1 54555946.5
Solyc08g066150.1.1 54559155
Solyc08g066160.2.1 54565282.5
Solyc08g066170.2.1 54575458
Solyc08g066180.2.1 54581982.5
Solyc08g066190.1.1 54593189
Solyc08g066200.2.1 54635959.5
Solyc08g066210.2.1 54644575.5
Solyc08g066220.2.1 54693487
Solyc08g066230.1.1 54705610
Solyc08g066240.2.1 54723764
Solyc08g066250.2.1 54747624
Solyc08g066260.2.1 54763894.5
Solyc08g066270.1.1 54767392
Solyc08g066280.1.1 54786837
Solyc08g066290.2.1 54790128
Solyc08g066300.1.1 54800371.5
Solyc08g066310.1.1 54839501
Solyc08g066320.2.1 54843967
Solyc08g066330.1.1 54871633
Solyc08g066340.1.1 54883261.5
Solyc08g066350.1.1 54919927
Solyc08g066360.2.1 54950827.5
Solyc08g066370.1.1 54963776
Solyc08g066380.1.1 54966976.5
Solyc08g066390.2.1 55002944.5
Solyc08g066400.1.1 55008085
Solyc08g066410.1.1 55018013.5
Solyc08g066420.1.1 55056325.5
Solyc08g066430.1.1 55068155.5
Solyc08g066440.2.1 55070557.5
Solyc08g066450.1.1 55094362.5
Solyc08g066460.1.1 55110498
Solyc08g066480.1.1 55133455.5
Solyc08g066490.2.1 55176258
Solyc08g066500.2.1 55209129.5
Solyc08g066510.2.1 55238884.5
Solyc08g066520.2.1 55250634
Solyc08g066530.2.1 55261135.5
Solyc08g066540.2.1 55284986
Solyc08g066550.2.1 55294159
Solyc08g066560.2.1 55298023
Solyc08g066570.1.1 55298891
Solyc08g066580.2.1 55312571
Solyc08g066590.2.1 55338400.5
Solyc08g066600.2.1 55343761.5
Solyc08g066610.2.1 55368553.5
Solyc08g066620.2.1 55376107
Solyc08g066630.2.1 55390969.5
Solyc08g066640.2.1 55406305.5
Solyc08g066650.2.1 55412582
Solyc08g066660.1.1 55477471
Solyc08g066670.2.1 55501543
Solyc08g066680.2.1 55506023
Solyc08g066690.2.1 55515488
Solyc08g066700.2.1 55525512
Solyc08g066710.1.1 55541586.5
Solyc08g066720.1.1 55543637
Solyc08g066730.2.1 55553868.5
Solyc08g066740.2.1 55559277.5
Solyc08g066750.2.1 55563902
Solyc08g066760.2.1 55598013.5
Solyc08g066770.2.1 55601595
Solyc08g066780.1.1 55618219.5
Solyc08g066790.2.1 55641704.5
Solyc08g066800.2.1 55659830
Solyc08g066810.2.1 55664745.5
Solyc08g066820.2.1 55675677
Solyc08g066830.1.1 55692629
Solyc08g066840.2.1 55712981.5
Solyc08g066850.2.1 55734610.5
Solyc08g066860.2.1 55738257.5
Solyc08g066870.2.1 55746851
Solyc08g066880.2.1 55765207.5
Solyc08g066890.2.1 55766890.5
Solyc08g066900.1.1 55774885
Solyc08g066910.1.1 55787414
Solyc08g066920.1.1 55790297
Solyc08g066930.1.1 55798830.5
Solyc08g066940.2.1 55812280.5
Solyc08g066950.2.1 55830108
Solyc08g066960.2.1 55849876
Solyc08g066970.2.1 55861718
Solyc08g066980.2.1 55875650.5
Solyc08g066990.2.1 55882381
Solyc08g067000.2.1 55892489
Solyc08g067010.1.1 55896139.5
Solyc08g067020.2.1 55907576
Solyc08g067030.2.1 55937353.5
Solyc08g067040.2.1 55952811.5
Solyc08g067050.2.1 55965881
Solyc08g067060.1.1 55980742
Solyc08g067070.2.1 55988839
Solyc08g067080.1.1 55995864
Solyc08g067090.2.1 56005954
Solyc08g067100.2.1 56013551.5
Solyc08g067110.1.1 56037101
Solyc08g067120.2.1 56038464.5
Solyc08g067130.1.1 56040171.5
Solyc08g067140.1.1 56064467.5
Solyc08g067150.2.1 56078382
Solyc08g067160.2.1 56118718.5
Solyc08g067170.1.1 56135119
Solyc08g067180.2.1 56156084
Solyc08g067190.2.1 56182806
Solyc08g067200.1.1 56212577.5
Solyc08g067210.2.1 56239811
Solyc08g067220.1.1 56256246
Solyc08g067230.2.1 56261943.5
Solyc08g067240.2.1 56268449.5
Solyc08g067250.2.1 56293167
Solyc08g067260.2.1 56312392.5
Solyc08g067270.2.1 56319609
Solyc08g067280.1.1 56334254.5
Solyc08g067290.2.1 56350397
Solyc08g067300.1.1 56374041
Solyc08g067310.1.1 56385772.5
Solyc08g067320.1.1 56387952.5
Solyc08g067330.1.1 56388295
Solyc08g067340.2.1 56394607
Solyc08g067350.1.1 56400724.5
Solyc08g067360.2.1 56407604
Solyc08g067370.1.1 56414940
Solyc08g067380.1.1 56419504
Solyc08g067390.2.1 56423254
Solyc08g067400.1.1 56430704.5
Solyc08g067410.1.1 56453961.5
Solyc08g067420.2.1 56469021
Solyc08g067430.2.1 56479335.5
Solyc08g067440.1.1 56483744
Solyc08g067450.1.1 56489434.5
Solyc08g067460.1.1 56492400
Solyc08g067470.2.1 56494898
Solyc08g067480.2.1 56499631
Solyc08g067490.1.1 56506148.5
Solyc08g067500.1.1 56511951.5
Solyc08g067510.1.1 56519070
Solyc08g067520.1.1 56545743
Solyc08g067530.1.1 56548701.5
Solyc08g067540.1.1 56552957
Solyc08g067550.1.1 56562549
Solyc08g067560.1.1 56565348.5
Solyc08g067570.1.1 56570831
Solyc08g067580.1.1 56577858.5
Solyc08g067590.1.1 56583189
Solyc08g067600.1.1 56592798.5
Solyc08g067610.2.1 56620151.5
Solyc08g067620.2.1 56636410.5
Solyc08g067630.2.1 56643165
Solyc08g067640.1.1 56646363
Solyc08g067650.1.1 56653054
Solyc08g067660.2.1 56653870
Solyc08g067670.2.1 56654460.5
Solyc08g067690.1.1 56669605
Solyc08g067700.1.1 56689367.5
Solyc08g067710.1.1 56697230.5
Solyc08g067730.1.1 56715390
Solyc08g067740.2.1 56721120
Solyc08g067750.1.1 56747190.5
Solyc08g067760.2.1 56750823
Solyc08g067770.2.1 56797375
Solyc08g067780.2.1 56817323
Solyc08g083450.1.1 56814504.5
Solyc08g067790.2.1 56824238.5
Solyc08g067800.1.1 56845791.5
Solyc08g067810.2.1 56848567
Solyc08g067820.2.1 56860851
Solyc08g067830.2.1 56866274.5
Solyc08g067840.2.1 56877176
Solyc08g067850.2.1 56891139
Solyc08g067860.1.1 56912156
Solyc08g067870.1.1 56922524.5
Solyc08g067880.2.1 56932152.5
Solyc08g067890.2.1 56936116
Solyc08g067900.2.1 56947454.5
Solyc08g067910.2.1 56953887
Solyc08g067920.2.1 56976250.5
Solyc08g067930.2.1 56989331
Solyc08g067940.2.1 57002764
Solyc08g067950.2.1 57009314.5
Solyc08g067960.2.1 57021411.5
Solyc08g067970.2.1 57025020.5
Solyc08g067980.1.1 57049979.5
Solyc08g067990.1.1 57057181.5
Solyc08g068000.1.1 57068544.5
Solyc08g068010.1.1 57083787.5
Solyc08g068020.1.1 57106153.5
Solyc08g068030.1.1 57119822
Solyc08g068040.2.1 57130539
Solyc08g068050.2.1 57146688
Solyc08g068060.2.1 57154825
Solyc08g068070.2.1 57163514.5
Solyc08g068080.2.1 57167175
Solyc08g068090.2.1 57171454.5
Solyc08g068100.2.1 57177960.5
Solyc08g068110.1.1 57191120
Solyc08g068120.1.1 57205872.5
Solyc08g068130.1.1 57216204
Solyc08g068140.2.1 57218325
Solyc08g068150.2.1 57239295.5
Solyc08g068160.1.1 57264148
Solyc08g068170.1.1 57286842
Solyc08g068180.2.1 57297982
Solyc08g068190.2.1 57304525
Solyc08g068200.2.1 57308283
Solyc08g068210.2.1 57320859.5
Solyc08g068220.2.1 57330912.5
Solyc08g068230.2.1 57334749.5
Solyc08g068240.1.1 57346374.5
Solyc08g068250.2.1 57351383
Solyc08g068260.1.1 57357586.5
Solyc08g068270.2.1 57360702
Solyc08g068280.1.1 57370488
Solyc08g068290.2.1 57391172.5
Solyc08g068300.2.1 57400528.5
Solyc08g068310.2.1 57409812.5
Solyc08g068320.2.1 57422582
Solyc08g068330.2.1 57432189.5
Solyc08g068340.2.1 57439929.5
Solyc08g068350.2.1 57446917
Solyc08g068360.1.1 57455132
Solyc08g068370.2.1 57463642
Solyc08g068380.2.1 57485326.5
Solyc08g068390.2.1 57518385.5
Solyc08g068400.2.1 57523617.5
Solyc08g068410.1.1 57537437
Solyc08g068420.2.1 57567656.5
Solyc08g068430.2.1 57577639.5
Solyc08g068440.2.1 57615304
Solyc08g068450.1.1 57618249.5
Solyc08g068460.1.1 57623082.5
Solyc08g068470.1.1 57628425
Solyc08g068480.1.1 57632521
Solyc08g068490.2.1 57634756.5
Solyc08g068500.1.1 57650085.5
Solyc08g068510.1.1 57652273.5
Solyc08g068520.2.1 57655954
Solyc08g068530.2.1 57661692
Solyc08g068540.2.1 57685830.5
Solyc08g068550.1.1 57693980
Solyc08g068570.2.1 57710817.5
Solyc08g068580.2.1 57718087.5
Solyc08g068590.2.1 57727532.5
Solyc08g068600.2.1 57731976.5
Solyc08g068610.2.1 57741082
Solyc08g068620.1.1 57748851
Solyc08g068630.2.1 57764605
Solyc08g068640.2.1 57775620
Solyc08g068660.1.1 57784927
Solyc08g068670.2.1 57799929.5
Solyc08g068680.2.1 57813696
Solyc08g068690.1.1 57820732
Solyc08g068700.1.1 57833587
Solyc08g068710.1.1 57842183
Solyc08g068720.1.1 57864957.5
Solyc08g068730.1.1 57869940.5
Solyc08g068740.1.1 57874465
Solyc08g068750.1.1 57894631
Solyc08g068760.1.1 57895381.5
Solyc08g068770.1.1 57899292
Solyc08g068780.1.1 57902481.5
Solyc08g068790.1.1 57905288
Solyc08g068800.2.1 57909753
Solyc08g068810.2.1 57914239
Solyc08g068820.2.1 57923049.5
Solyc08g068830.2.1 57925552.5
Solyc08g068840.2.1 57929149.5
Solyc08g068850.2.1 57933189
Solyc08g068860.2.1 57936793
Solyc08g068870.2.1 57943161
Solyc08g068880.1.1 57969383.5
Solyc08g068890.1.1 57973294
Solyc08g068920.2.1 57996673.5
Solyc08g068930.2.1 58006375.5
Solyc08g068940.1.1 58006897
Solyc08g068950.1.1 58020388
Solyc08g068960.2.1 58036603
Solyc08g068970.2.1 58063681
Solyc08g068980.1.1 58070908
Solyc08g068990.1.1 58076011.5
Solyc08g069000.2.1 58082941
Solyc08g069010.2.1 58097909.5
Solyc08g069020.1.1 58106256
Solyc08g069030.2.1 58118662.5
Solyc08g069040.2.1 58126368
Solyc08g069050.2.1 58132398
Solyc08g069060.2.1 58147408
Solyc08g069070.1.1 58152198
Solyc08g069080.2.1 58162555
Solyc08g069090.1.1 58167313
Solyc08g069100.1.1 58170764
Solyc08g069110.2.1 58176910
Solyc08g069120.2.1 58186209
Solyc08g069130.1.1 58203971.5
Solyc08g069140.2.1 58210974.5
Solyc08g069150.1.1 58214014
Solyc08g069160.2.1 58218433.5
Solyc08g069170.1.1 58226636.5
Solyc08g069180.2.1 58232011.5
Solyc08g069190.1.1 58234339
Solyc08g069200.1.1 58259964.5
Solyc08g069210.1.1 58264366
Solyc08g069220.1.1 58273584.5
Solyc08g069230.2.1 58279133.5
Solyc08g074230.1.1 58352849
Solyc08g074240.2.1 58357837.5
Solyc08g074250.1.1 58361577.5
Solyc08g074260.2.1 58367802
Solyc08g074270.2.1 58371647
