first second position
DMC400046574 Solyc08g036640.2.1 12155356.5
DMC400002158 Solyc08g036620.2.1 12267671.5
DMC400002157 Solyc06g082890.2.1 12341365.5
DMC400002152 Solyc05g040070.1.1 12429673
DMC400002154 Solyc08g036660.2.1 12472093
DMC400031213 Solyc08g036570.1.1 12602408
DMC400031217 Solyc08g036590.1.1 12692680.5
DMC400031212 Solyc08g036600.1.1 12698319
DMC400031210 Solyc00g007600.1.1 12708942
DMC400031216 Solyc04g080950.2.1 12735559.5
DMC400031215 Solyc03g098040.1.1 12782094.5
DMC400056680 Solyc05g048840.1.1 12818917
DMC400031214 Solyc08g048290.2.1 12846156
DMC400060603 Solyc12g089340.1.1 13114276
DMC400052045 Solyc12g089350.1.1 13170579.5
DMC400052041 Solyc08g048550.2.1 13191389
DMC400052037 Solyc08g048540.1.1 13196322.5
DMC400052035 Solyc08g048500.2.1 13209759.5
DMC400062771 Solyc12g005480.1.1 13378010.5
DMC400060516 Solyc08g077830.1.1 13460723
DMC400058949 Solyc02g071810.2.1 13494859
DMC400065957 Solyc09g020200.1.1 13517402.5
DMC400059939 Solyc03g121660.2.1 13532754
DMC400063966 Solyc08g029050.2.1 13550430.5
DMC400062492 Solyc01g058710.1.1 13572545.5
DMC400060172 Solyc01g058710.1.1 13586503
DMC400052039 Solyc08g048450.2.1 13629123.5
DMC400066315 Solyc06g034290.2.1 13649888.5
DMC400069076 Solyc01g014200.1.1 13752759
DMC400061097 Solyc09g009390.2.1 13786071
DMC400038161 Solyc06g007980.2.1 13801714
DMC400056802 Solyc07g043210.1.1 13845125.5
DMC400033121 Solyc08g048430.2.1 13921859.5
DMC400033120 Solyc05g054140.2.1 13940184.5
DMC400064282 Solyc03g083740.1.1 14094345
DMC400066515 Solyc10g085020.1.1 14136853
DMC400034558 Solyc08g048370.2.1 14151083.5
DMC400061532 Solyc09g098040.2.1 14188943.5
DMC400056950 Solyc07g006690.2.1 14376931
DMC400013302 Solyc08g048250.2.1 14437184
DMC400068377 Solyc10g061850.1.1 14444108.5
DMC400063243 Solyc03g112760.2.1 14490244
DMC400060344 Solyc08g047890.1.1 14685724.5
DMC400067363 Solyc03g007790.2.1 14777517.5
DMC400030931 Solyc08g048240.2.1 15135651.5
DMC400030933 Solyc01g080280.2.1 15156036
DMC400058109 Solyc10g044630.1.1 15237731
DMC400058105 Solyc02g082870.2.1 15467166.5
DMC400021283 Solyc12g033040.1.1 15577181.5
DMC400058481 Solyc08g060950.1.1 15836813
DMC400027797 Solyc08g060940.1.1 15874767.5
DMC400027780 Solyc08g060930.2.1 15880191
DMC400027779 Solyc08g060920.2.1 15891756.5
DMC400027796 Solyc08g060860.2.1 15910128
DMC400027783 Solyc08g060810.2.1 16000443.5
DMC400027781 Solyc03g093750.1.1 16010112
DMC400064931 Solyc01g044510.1.1 16024758.5
DMC400027776 Solyc08g059800.2.1 16039642
DMC400055674 Solyc03g097390.2.1 16243058.5
DMC400055663 Solyc08g059760.2.1 16242454.5
DMC400055675 Solyc08g059730.1.1 16251376
DMC400055667 Solyc08g059710.2.1 16642519
DMC400055673 Solyc08g059700.1.1 16653163.5
DMC400024317 Solyc00g013160.1.1 16853908
DMC400024318 Solyc08g059660.1.1 17060828
DMC400024327 Solyc02g089060.2.1 17141372.5
DMC400024320 Solyc07g041030.1.1 17196331
DMC400024324 Solyc08g021820.2.1 17231957
DMC400068095 Solyc09g017990.1.1 17360649.5
DMC400056500 Solyc06g060350.2.1 17369789
DMC400024322 Solyc08g062360.2.1 17411297
DMC400024325 Solyc08g041670.1.1 17436171.5
DMC400060916 Solyc08g074830.2.1 17444241.5
DMC400061634 Solyc05g017810.1.1 17598120.5
DMC400062052 Solyc06g033880.1.1 17738757
DMC400007977 Solyc08g028990.1.1 17769434.5
DMC400019188 Solyc08g029000.2.1 17829294
DMC400056803 Solyc05g005450.1.1 17868439
DMC400060973 Solyc08g029230.2.1 17885979.5
DMC400063050 Solyc08g029230.2.1 17895488.5
DMC400019185 Solyc04g048990.1.1 17900006
DMC400019184 Solyc08g029230.2.1 17908425
DMC400026112 Solyc08g029230.2.1 17920879.5
DMC400026113 Solyc08g029230.2.1 17920797.5
DMC400026110 Solyc08g029220.1.1 17951871.5
DMC400026116 Solyc08g029190.2.1 18020814
DMC400060877 Solyc06g033870.1.1 18035990.5
DMC400064148 Solyc04g055120.2.1 18063593.5
DMC400069408 Solyc11g068520.1.1 18065221.5
DMC400026117 Solyc08g029160.1.1 18105135.5
DMC400058911 Solyc09g064840.2.1 18126512
DMC400026122 Solyc08g029150.1.1 18192337
DMC400026123 Solyc10g052480.1.1 18205191
DMC400026126 Solyc08g029130.2.1 18237380.5
DMC400004317 Solyc05g021430.1.1 18390811.5
DMC400004312 Solyc05g005110.1.1 18417567
DMC400019359 Solyc08g029050.2.1 18461980.5
DMC400056571 Solyc01g021700.1.1 18579155.5
DMC400059620 Solyc10g047550.1.1 18612296.5
DMC400013193 Solyc11g013290.1.1 18624787
DMC400058623 Solyc04g028500.1.1 18646242
DMC400067510 Solyc07g066450.2.1 18744092
DMC400065394 Solyc01g058710.1.1 18745383.5
DMC400060309 Solyc03g098340.2.1 18833692
DMC400046293 Solyc02g068280.2.1 18902234
DMC400065752 Solyc03g059000.1.1 18940067
DMC400046294 Solyc08g023660.2.1 18980799.5
DMC400046300 Solyc08g023640.1.1 19052670.5
DMC400046301 Solyc08g023630.2.1 19073634.5
DMC400046305 Solyc03g044170.1.1 19080210
DMC400060962 Solyc01g098620.2.1 19093621.5
DMC400046295 Solyc08g043180.2.1 19303823.5
DMC400046304 Solyc08g043140.2.1 19386796.5
DMC400068765 Solyc00g015730.1.1 19425846
DMC400001853 Solyc12g056140.1.1 19556704
DMC400001846 Solyc01g096580.2.1 19602413.5
DMC400062481 Solyc07g007040.2.1 19618102.5
DMC400001833 Solyc08g042040.2.1 19667426
DMC400001854 Solyc10g011870.2.1 19824377
DMC400059704 Solyc10g084890.1.1 19868799.5
DMC400058242 Solyc02g020930.1.1 19903300.5
DMC400066852 Solyc10g054410.1.1 19928725.5
DMC400001851 Solyc08g042080.2.1 19946979.5
DMC400001840 Solyc08g042100.2.1 19973755
DMC400058989 Solyc04g028500.1.1 20012975
DMC400056854 Solyc10g005490.2.1 20078383.5
DMC400067590 Solyc09g009080.2.1 20102294
DMC400052083 Solyc08g042010.2.1 20172745.5
DMC400052073 Solyc08g042000.2.1 20208407
DMC400052084 Solyc08g041980.2.1 20236696.5
DMC400052074 Solyc02g076750.1.1 20251517
DMC400052076 Solyc02g092250.2.1 20357584
DMC400052078 Solyc08g041890.2.1 20462849.5
DMC400052079 Solyc04g008660.2.1 20572840.5
DMC400052081 Solyc08g041870.2.1 20581781
DMC400064522 Solyc08g005270.2.1 20589591.5
DMC400052086 Solyc08g041810.1.1 20608957
DMC400052087 Solyc04g009390.1.1 20770402
DMC400057977 Solyc07g008170.2.1 20846496
DMC400052082 Solyc08g041860.1.1 20914636
DMC400062528 Solyc03g063820.1.1 20969047.5
DMC400066963 Solyc04g015560.2.1 21100127
DMC400027384 Solyc04g015570.2.1 21103849.5
DMC400027373 Solyc08g041820.2.1 21131006.5
DMC400061598 Solyc06g051460.2.1 21136606
DMC400064720 Solyc09g072610.2.1 21175652.5
DMC400058155 Solyc07g018370.1.1 21208697.5
DMC400066009 Solyc10g046780.1.1 21216524.5
DMC400027383 Solyc00g021630.1.1 21226266
DMC400057023 Solyc03g096800.2.1 21250007
DMC400064497 Solyc11g008320.1.1 21320575
DMC400059395 Solyc08g067030.2.1 21349774.5
DMC400060601 Solyc01g090650.1.1 21363528.5
DMC400065270 Solyc00g024670.1.1 21370353
DMC400056837 Solyc09g018380.1.1 21373210
DMC400027380 Solyc08g041780.2.1 21394775.5
DMC400058470 Solyc08g023490.2.1 21431210.5
DMC400027378 Solyc08g041770.2.1 21438000.5
DMC400027377 Solyc08g041710.2.1 21569734
DMC400027375 Solyc08g041700.1.1 21590924
DMC400027367 Solyc07g005870.2.1 21593923
DMC400065974 Solyc04g007330.1.1 21600765.5
DMC400027364 Solyc11g012640.1.1 21621900
DMC400024585 Solyc08g021910.1.1 21905991.5
DMC400024581 Solyc08g021940.1.1 21971136
DMC400029898 Solyc02g025080.1.1 22034555.5
DMC400007658 Solyc08g022030.2.1 22241223.5
DMC400064279 Solyc10g018040.1.1 22256581
DMC400007659 Solyc09g074940.1.1 22262402.5
DMC400007656 Solyc07g056390.2.1 22266636.5
DMC400007657 Solyc02g030170.2.1 22326840
DMC400066942 Solyc04g012180.2.1 22330405.5
DMC400007660 Solyc03g025270.2.1 22448073.5
DMC400057851 Solyc03g111310.2.1 22475088.5
DMC400058609 Solyc10g018000.1.1 22733870
DMC400050723 Solyc10g006490.2.1 22770989
DMC400061687 Solyc02g014090.2.1 22853563
DMC400050724 Solyc01g079950.2.1 22874436
DMC400056434 Solyc10g078270.1.1 23038104
DMC400032912 Solyc08g044450.1.1 23042463
DMC400063583 Solyc08g048260.1.1 23050103.5
DMC400060942 Solyc08g075940.2.1 23146126
DMC400060543 Solyc08g081030.1.1 23196061
DMC400058796 Solyc02g068560.2.1 23229607
DMC400066973 Solyc06g072430.1.1 23284812
DMC400008045 Solyc06g060400.2.1 23336398.5
DMC400068462 Solyc02g084530.1.1 23431608.5
DMC400005661 Solyc04g008660.2.1 23770827
DMC400068471 Solyc08g076790.2.1 23812000
DMC400005658 Solyc08g045780.2.1 23896026.5
DMC400005654 Solyc11g042480.1.1 23945206.5
DMC400063403 Solyc07g056480.2.1 24022560
DMC400056490 Solyc11g018620.1.1 24198685
DMC400057134 Solyc09g065610.1.1 24254916.5
DMC400061872 Solyc02g089600.2.1 24362321
DMC400056948 Solyc04g076210.2.1 24422711
DMC400023107 Solyc11g044620.1.1 24614445
DMC400023109 Solyc08g080270.2.1 24662867
DMC400023108 Solyc02g063060.2.1 24664551
DMC400058654 Solyc12g062980.1.1 24705308
DMC400023102 Solyc05g032660.2.1 24753120
DMC400063381 Solyc01g094960.2.1 24914272
DMC400066409 Solyc01g094970.2.1 24915473.5
DMC400063622 Solyc06g071950.1.1 24982321
DMC400056930 Solyc07g008190.2.1 25077442
DMC400020675 Solyc06g053700.1.1 25092021
DMC400068285 Solyc04g008910.1.1 25143740.5
DMC400069289 Solyc06g043050.1.1 25151798.5
DMC400067027 Solyc11g064990.1.1 25175755
DMC400066666 Solyc05g017810.1.1 25257918
DMC400059746 Solyc09g009040.2.1 25336036
DMC400020676 Solyc05g010050.2.1 25463135
DMC400020677 Solyc08g045850.2.1 25467379
DMC400020678 Solyc05g026190.1.1 25574232
DMC400058891 Solyc10g055320.1.1 25584010.5
DMC400059758 Solyc04g028500.1.1 25761455.5
DMC400043756 Solyc01g073950.2.1 25780751
DMC400043749 Solyc08g022210.2.1 25787083
DMC400043755 Solyc05g052300.2.1 25922934
DMC400043754 Solyc08g044390.1.1 25965717
DMC400043748 Solyc08g044380.1.1 25970442
DMC400062494 Solyc01g096660.2.1 25989202
DMC400056906 Solyc07g066330.2.1 26093552.5
DMC400069074 Solyc09g018360.1.1 26152388
DMC400043750 Solyc12g014570.1.1 26217054
DMC400040058 Solyc06g053900.2.1 26520914
DMC400060742 Solyc07g026760.1.1 26729343.5
DMC400028120 Solyc12g009790.1.1 26754343.5
DMC400009601 Solyc03g065250.2.1 26952806
DMC400057664 Solyc06g010010.1.1 26993372
DMC400066174 Solyc09g082650.2.1 27007248
DMC400061583 Solyc02g050220.1.1 27094891.5
DMC400009603 Solyc09g061880.1.1 27103916
DMC400009602 Solyc00g094520.1.1 27113867
DMC400063718 Solyc08g005390.1.1 27137527
DMC400064695 Solyc01g110520.2.1 27366184.5
DMC400007957 Solyc02g021420.2.1 27422363
DMC400057117 Solyc10g080770.1.1 27490039.5
DMC400015434 Solyc08g028690.2.1 27612392
DMC400057337 Solyc06g071430.2.1 27649682
DMC400064484 Solyc09g056060.1.1 27773909
DMC400048555 Solyc06g064620.2.1 27923494
DMC400060841 Solyc08g062720.1.1 27942751
DMC400061938 Solyc07g007990.2.1 28202635
DMC400065855 Solyc06g036390.1.1 28292164
DMC400060663 Solyc09g066020.1.1 28444455.5
DMC400009518 Solyc08g023280.2.1 28476399
DMC400009517 Solyc08g023270.2.1 28480047.5
DMC400068019 Solyc10g047860.1.1 28492692.5
DMC400056876 Solyc03g031920.2.1 28616672.5
DMC400067993 Solyc01g012620.1.1 28617917.5
DMC400024738 Solyc03g045020.2.1 28808574.5
DMC400065666 Solyc09g055690.1.1 28881896
DMC400068053 Solyc03g114900.2.1 28935953.5
DMC400059951 Solyc12g099410.1.1 28955144.5
DMC400052477 Solyc02g068600.2.1 29180093.5
DMC400062966 Solyc09g010710.2.1 29246695
DMC400052479 Solyc11g011350.1.1 29368795
DMC400034690 Solyc01g057450.1.1 29545024.5
DMC400064748 Solyc01g057450.1.1 29547646
DMC400058924 Solyc06g034120.2.1 29555928.5
DMC400004081 Solyc08g022240.1.1 29727754
DMC400004079 Solyc08g023440.2.1 29758586
DMC400004078 Solyc05g023780.1.1 29801418.5
DMC400004097 Solyc04g049400.2.1 29820735.5
DMC400004096 Solyc03g007510.2.1 29835527
DMC400004077 Solyc03g112500.2.1 29844221.5
DMC400004075 Solyc09g082780.2.1 29910476
DMC400004085 Solyc08g023500.2.1 29921214
DMC400004084 Solyc08g023510.1.1 29932233
DMC400067148 Solyc08g069170.1.1 29991324
DMC400021338 Solyc08g045640.2.1 30148469.5
DMC400061208 Solyc06g050110.1.1 30151516.5
DMC400067582 Solyc12g027840.1.1 30175945.5
DMC400065650 Solyc06g051640.1.1 30192958.5
DMC400059768 Solyc01g013830.1.1 30410420
DMC400068937 Solyc03g097550.2.1 30442633
DMC400058929 Solyc04g049510.1.1 30559213
DMC400060566 Solyc12g014250.1.1 30834638
DMC400056423 Solyc02g070400.2.1 31059518.5
DMC400068561 Solyc10g046780.1.1 31305782.5
DMC400068581 Solyc04g078980.2.1 31367717.5
DMC400066532 Solyc09g055190.1.1 31403729
DMC400015473 Solyc12g019600.1.1 31500647.5
DMC400038206 Solyc08g060970.2.1 31627062.5
DMC400044546 Solyc05g015170.2.1 31882157
DMC400036118 Solyc08g061000.2.1 31977558
DMC400036121 Solyc08g061020.1.1 32000167.5
DMC400036114 Solyc06g082300.2.1 32086366.5
DMC400036115 Solyc00g142170.2.1 32192724.5
DMC400057054 Solyc09g047880.1.1 32201993
DMC400066988 Solyc09g010960.2.1 32217190
DMC400036116 Solyc08g061090.2.1 32230750
DMC400036122 Solyc08g061100.2.1 32238815.5
DMC400036126 Solyc08g061130.2.1 32306088
DMC400036127 Solyc08g061140.2.1 32312059
DMC400036128 Solyc08g061320.2.1 32323554.5
DMC400036130 Solyc08g061450.1.1 32326227.5
DMC400023013 Solyc07g061710.1.1 32449127.5
DMC400023014 Solyc08g061320.2.1 32475484.5
DMC400023016 Solyc04g074050.2.1 32486183
DMC400023018 Solyc08g061270.1.1 32509536
DMC400023027 Solyc08g061260.2.1 32541321.5
DMC400023023 Solyc08g061260.2.1 32543820.5
DMC400023028 Solyc08g061250.2.1 32574856
DMC400023019 Solyc08g061240.1.1 32631914.5
DMC400023022 Solyc08g061220.2.1 32681710.5
DMC400063807 Solyc08g061470.1.1 32838523.5
DMC400059135 Solyc08g061470.1.1 32872656
DMC400061650 Solyc11g020790.1.1 32920373
DMC400042201 Solyc08g061480.2.1 32953004.5
DMC400042207 Solyc08g061490.2.1 32974896.5
DMC400042210 Solyc00g084760.1.1 33059070
DMC400032803 Solyc08g061560.2.1 33200200.5
DMC400032795 Solyc08g061590.2.1 33321061
DMC400032800 Solyc07g021010.1.1 33355928
DMC400032791 Solyc08g061590.2.1 33387629
DMC400069299 Solyc04g028540.1.1 33393710
DMC400032811 Solyc08g061630.2.1 33412468.5
DMC400032810 Solyc08g061630.2.1 33413520.5
DMC400067187 Solyc08g061640.1.1 33414800.5
DMC400032812 Solyc02g085750.2.1 33418339
DMC400032790 Solyc08g061650.2.1 33423724
DMC400032808 Solyc06g069320.2.1 33464768.5
DMC400069376 Solyc11g066220.1.1 33475634
DMC400067261 Solyc11g040230.1.1 33482250.5
DMC400060050 Solyc11g044460.1.1 33589379.5
DMC400032788 Solyc08g061820.2.1 33614219
DMC400069202 Solyc11g064780.1.1 33716118
DMC400054713 Solyc08g061930.2.1 33890227.5
DMC400054714 Solyc08g061920.1.1 33932278
DMC400054709 Solyc08g044300.1.1 33944448
DMC400061238 Solyc06g075310.2.1 33948454
DMC400054710 Solyc08g061910.2.1 33973977.5
DMC400037709 Solyc08g061890.2.1 34048295.5
DMC400037707 Solyc04g080930.2.1 34060169
DMC400058669 Solyc08g068810.2.1 34107920.5
DMC400066877 Solyc09g082680.2.1 34131929.5
DMC400037690 Solyc08g061980.2.1 34200821
DMC400037689 Solyc11g056360.1.1 34219686
DMC400037688 Solyc11g039970.1.1 34222700.5
DMC400037686 Solyc08g062140.1.1 34238571.5
DMC400037685 Solyc08g062180.1.1 34253440
DMC400037700 Solyc08g062200.1.1 34295362
DMC400037699 Solyc08g062200.1.1 34297648.5
DMC400037697 Solyc01g057340.2.1 34319256
DMC400037694 Solyc08g062210.2.1 34349255
DMC400037680 Solyc08g062220.2.1 34353197.5
DMC400037679 Solyc08g062450.1.1 34367268
DMC400037677 Solyc08g062370.2.1 34397549
DMC400064485 Solyc08g062390.1.1 34510784.5
DMC400014394 Solyc08g062450.1.1 34545234
DMC400014436 Solyc08g062560.2.1 34561979
DMC400014395 Solyc08g062490.2.1 34572806
DMC400014438 Solyc08g062500.2.1 34576315.5
DMC400063813 Solyc05g032880.2.1 34688245.5
DMC400014439 Solyc08g062620.2.1 34708412
DMC400014406 Solyc08g062630.2.1 34748007.5
DMC400014440 Solyc08g062640.2.1 34753244.5
DMC400014408 Solyc08g062660.2.1 34812253
DMC400059658 Solyc08g062760.1.1 34961023
DMC400014412 Solyc08g062780.1.1 34990978
DMC400014447 Solyc05g053390.2.1 35063351
DMC400060414 Solyc03g063820.1.1 35092080.5
DMC400014413 Solyc08g062800.2.1 35229010
DMC400014414 Solyc08g062810.1.1 35233042
DMC400014449 Solyc08g062820.2.1 35251729
DMC400014415 Solyc07g032720.1.1 35260578
DMC400014416 Solyc08g062840.1.1 35271342
DMC400014451 Solyc06g035600.2.1 35284514
DMC400014418 Solyc08g062860.2.1 35294386.5
DMC400014452 Solyc02g085810.2.1 35300166.5
DMC400057619 Solyc08g077600.1.1 35308634.5
DMC400014419 Solyc10g008860.1.1 35374874
DMC400014421 Solyc08g062930.1.1 35377827
DMC400061302 Solyc01g081570.2.1 35397289.5
DMC400066374 Solyc07g055910.2.1 35397986.5
DMC400014427 Solyc08g062940.2.1 35409003
DMC400014456 Solyc08g062950.2.1 35410380.5
DMC400014459 Solyc08g062960.2.1 35417131.5
DMC400014461 Solyc08g062970.1.1 35449978
DMC400014428 Solyc08g063000.2.1 35475574.5
DMC400014464 Solyc10g046920.1.1 35499027.5
DMC400014430 Solyc08g063040.2.1 35518847.5
DMC400014432 Solyc08g063050.2.1 35554419.5
DMC400033146 Solyc08g063070.2.1 35644053
DMC400033144 Solyc08g063080.2.1 35651578.5
DMC400033143 Solyc07g053130.2.1 35657299
DMC400052182 Solyc01g111240.2.1 35718469
DMC400052147 Solyc08g063090.2.1 35731294.5
DMC400066113 Solyc08g065130.1.1 35823603
DMC400052183 Solyc08g065140.1.1 35837955.5
DMC400052148 Solyc04g078580.1.1 35853664.5
DMC400052184 Solyc06g073760.2.1 35868915
DMC400052187 Solyc05g009850.2.1 35871073
DMC400052188 Solyc00g005870.1.1 35883577.5
DMC400052149 Solyc10g047860.1.1 35907292.5
DMC400057663 Solyc08g065150.1.1 35921693
DMC400052189 Solyc08g065160.2.1 35954086.5
DMC400052150 Solyc08g065190.2.1 35992696.5
DMC400058646 Solyc08g065210.1.1 36020637.5
DMC400052154 Solyc08g065220.2.1 36040000
DMC400052155 Solyc08g065230.1.1 36061135.5
DMC400052160 Solyc08g065260.2.1 36097750
DMC400052164 Solyc08g065320.2.1 36107809.5
DMC400052167 Solyc08g065330.2.1 36128595
DMC400052177 Solyc08g065350.2.1 36178246
DMC400052180 Solyc08g065360.2.1 36234489
DMC400052190 Solyc08g065410.1.1 36289736
DMC400052181 Solyc08g065420.2.1 36362829
DMC400003933 Solyc08g065430.2.1 36472162.5
DMC400003929 Solyc08g065440.2.1 36541911.5
DMC400003928 Solyc10g049590.1.1 36687025.5
DMC400003940 Solyc08g065630.1.1 36712520.5
DMC400003939 Solyc08g065470.2.1 36718202.5
DMC400003927 Solyc10g084140.1.1 36724855.5
DMC400003925 Solyc08g065490.2.1 36737963.5
DMC400003923 Solyc08g065640.2.1 36771979.5
DMC400003938 Solyc08g065500.1.1 36803741
DMC400003936 Solyc08g065570.1.1 36870096
DMC400003935 Solyc08g065570.1.1 36876404.5
DMC400024400 Solyc08g065570.1.1 36916501.5
DMC400024416 Solyc08g065610.2.1 36921169
DMC400067124 Solyc10g012390.1.1 36957402.5
DMC400024418 Solyc08g065760.2.1 36970747.5
DMC400059644 Solyc10g078850.1.1 36996157.5
DMC400024435 Solyc07g017440.1.1 37008477
DMC400024420 Solyc08g023660.2.1 37021846.5
DMC400024421 Solyc08g065780.1.1 37077288.5
DMC400061422 Solyc08g065780.1.1 37091825.5
DMC400024422 Solyc02g082400.2.1 37118895.5
DMC400024425 Solyc08g065820.1.1 37157060
DMC400066538 Solyc04g017830.1.1 37183134
DMC400024406 Solyc08g065840.2.1 37188291
DMC400069018 Solyc10g049290.1.1 37205944.5
DMC400024427 Solyc08g065860.2.1 37216639.5
DMC400024410 Solyc08g065870.2.1 37232891
DMC400024428 Solyc08g065890.2.1 37248129.5
DMC400024429 Solyc08g065890.2.1 37248957
DMC400024412 Solyc08g065900.2.1 37288028.5
DMC400024431 Solyc08g065910.1.1 37293594.5
DMC400024433 Solyc01g057450.1.1 37299345
DMC400061564 Solyc03g006530.2.1 37341971
DMC400044152 Solyc08g065950.1.1 37379299
DMC400044168 Solyc08g023430.1.1 37411242.5
DMC400044167 Solyc08g065970.2.1 37423760.5
DMC400063834 Solyc07g041400.2.1 37476268.5
DMC400044163 Solyc08g065990.2.1 37489141.5
DMC400044158 Solyc08g066030.2.1 37557494
DMC400044159 Solyc08g066040.1.1 37561634
DMC400044157 Solyc08g066050.2.1 37569824
DMC400044170 Solyc05g009310.2.1 37575973
DMC400044148 Solyc08g066070.1.1 37581282
DMC400044143 Solyc08g066100.2.1 37591505
DMC400044153 Solyc08g066110.2.1 37611300.5
DMC400044169 Solyc01g066300.1.1 37619570
DMC400013500 Solyc08g066120.2.1 37674553
DMC400013501 Solyc08g066160.2.1 37682381
DMC400013510 Solyc08g066210.2.1 37746249.5
DMC400062918 Solyc11g065260.1.1 37781010.5
DMC400013516 Solyc03g113140.2.1 37832208.5
DMC400013511 Solyc08g066720.1.1 37835266.5
DMC400013505 Solyc08g066220.2.1 37890275
DMC400054829 Solyc08g066220.2.1 37958353
DMC400052462 Solyc08g066270.1.1 38055092.5
DMC400052463 Solyc08g066310.1.1 38065487
DMC400052448 Solyc08g066320.2.1 38068346
DMC400052466 Solyc08g066310.1.1 38071617.5
DMC400052450 Solyc08g066320.2.1 38075548.5
DMC400052453 Solyc08g066320.2.1 38079546
DMC400052454 Solyc08g066330.1.1 38095893.5
DMC400052469 Solyc08g066350.1.1 38159962.5
DMC400052470 Solyc08g066360.2.1 38181627
DMC400052459 Solyc08g066390.2.1 38208532.5
DMC400007945 Solyc08g066420.1.1 38259291
DMC400007946 Solyc08g066430.1.1 38266095
DMC400007947 Solyc08g066430.1.1 38285895
DMC400007952 Solyc08g066440.2.1 38288505.5
DMC400007948 Solyc08g066450.1.1 38303049.5
DMC400055707 Solyc04g080350.2.1 38377479
DMC400055709 Solyc04g080350.2.1 38379647.5
DMC400008018 Solyc04g080340.2.1 38463696
DMC400008017 Solyc04g080330.2.1 38470778
DMC400008019 Solyc08g066450.1.1 38508078
DMC400050751 Solyc03g119680.1.1 38625469
DMC400050750 Solyc08g066490.2.1 38686453
DMC400050746 Solyc08g066500.2.1 38730284.5
DMC400050744 Solyc08g066500.2.1 38730936.5
DMC400050747 Solyc08g066510.2.1 38757960.5
DMC400050743 Solyc08g066520.2.1 38769791.5
DMC400050741 Solyc08g066530.2.1 38780069.5
DMC400003978 Solyc08g066540.2.1 38795087
DMC400003959 Solyc08g066550.2.1 38835773.5
DMC400003961 Solyc08g066570.1.1 38842986
DMC400003962 Solyc08g066590.2.1 38870725
DMC400003984 Solyc08g066600.2.1 38878113.5
DMC400003964 Solyc08g066630.2.1 38931217.5
DMC400003966 Solyc08g066640.2.1 38938992.5
DMC400003970 Solyc08g066640.2.1 38950251.5
DMC400003985 Solyc08g066650.2.1 38955555
DMC400003986 Solyc08g066660.1.1 39082004
DMC400003989 Solyc08g066670.2.1 39116371
DMC400003995 Solyc08g066680.2.1 39121875
DMC400064828 Solyc08g048290.2.1 39132198.5
DMC400007661 Solyc07g054550.1.1 39150434.5
DMC400007673 Solyc08g066690.2.1 39161025
DMC400007663 Solyc08g066700.2.1 39172416
DMC400007666 Solyc08g066720.1.1 39187057.5
DMC400007669 Solyc08g066720.1.1 39215739
DMC400061354 Solyc12g015680.1.1 39255974.5
DMC400007671 Solyc08g066730.2.1 39261040
DMC400007674 Solyc08g066740.2.1 39266318
DMC400007676 Solyc08g066750.2.1 39271355
DMC400007672 Solyc08g066770.2.1 39278833.5
DMC400007677 Solyc08g066770.2.1 39283578.5
DMC400007681 Solyc08g066770.2.1 39329334.5
DMC400007684 Solyc12g040860.1.1 39345534.5
DMC400068281 Solyc01g088280.1.1 39373638.5
DMC400021340 Solyc08g066770.2.1 39440665.5
DMC400021343 Solyc04g074330.2.1 39454373
DMC400016957 Solyc08g066790.2.1 39564965
DMC400016959 Solyc08g066800.2.1 39577370.5
DMC400016965 Solyc08g066810.2.1 39582968.5
DMC400016967 Solyc08g066820.2.1 39592998.5
DMC400016966 Solyc08g066820.2.1 39611927
DMC400016961 Solyc12g044320.1.1 39666140.5
DMC400016970 Solyc08g066840.2.1 39671445.5
DMC400016962 Solyc08g066850.2.1 39686496
DMC400016971 Solyc08g066860.2.1 39689246
DMC400016973 Solyc08g066870.2.1 39698082
DMC400050677 Solyc12g040580.1.1 39853384.5
DMC400050665 Solyc08g066880.2.1 39857481.5
DMC400050660 Solyc08g066940.2.1 39884755
DMC400050675 Solyc08g066950.2.1 39918343.5
DMC400050674 Solyc08g066960.2.1 39951010.5
DMC400050670 Solyc08g066980.2.1 39968470
DMC400050655 Solyc08g066990.2.1 39976166.5
DMC400050669 Solyc08g067000.2.1 39985878
DMC400050667 Solyc08g067020.2.1 39996191
DMC400057058 Solyc01g021700.1.1 40000687
DMC400050666 Solyc08g067030.2.1 40021440
DMC400040100 Solyc08g067040.2.1 40053887
DMC400040092 Solyc08g067050.2.1 40060646
DMC400040091 Solyc08g067060.1.1 40073342
DMC400040097 Solyc08g067080.1.1 40099842.5
DMC400040094 Solyc08g067090.2.1 40138132.5
DMC400040088 Solyc08g067100.2.1 40143998
DMC400040093 Solyc08g067150.2.1 40229976.5
DMC400056155 Solyc03g065250.2.1 40410623.5
DMC400056151 Solyc08g067160.2.1 40512904.5
DMC400013067 Solyc08g067180.2.1 40576539
DMC400062611 Solyc07g014610.2.1 40644127
DMC400013090 Solyc08g067230.2.1 40706458.5
DMC400013089 Solyc08g067230.2.1 40707831.5
DMC400013062 Solyc08g067240.2.1 40712854
DMC400013087 Solyc08g067250.2.1 40730610
DMC400013085 Solyc08g067250.2.1 40736406.5
DMC400013083 Solyc08g067260.2.1 40746949.5
DMC400013057 Solyc08g067290.2.1 40791587
DMC400013056 Solyc08g067300.1.1 40812891.5
